SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_16,17_0_51,14.94679,1,0,0,2,1.004848,4,1.004848
0,10_16,17_0_52,15.96827,1,0,0,2,1.010152,4,1.010152
0,10_16,17_0_53,16.99029,1,0,0,2,1.01005,1,1.01005
0,10_16,17_0_54,18.0125,1,0,0,2,1.010824,5,1.010824
0,10_16,17_0_55,19.03367,1,0,0,2,1.010405,3,1.010405
0,10_16,17_0_56,20.05557,1,0,0,2,1.009403,3,1.009403
0,10_16,17_0_57,21.07805,1,0,0,2,1.011143,3,1.011143
0,10_16,17_0_58,22.09925,1,0,0,2,1.010778,4,1.010778
0,10_16,17_0_59,23.11982,1,0,0,2,1.009268,1,1.009268
0,10_16,17_1_0,24.13179,1,0,0,2,1.000647,5,1.000647
0,10_16,17_1_1,25.15123,1,0,0,2,1.008501,3,1.008501
0,10_16,17_1_2,26.16395,1,0,0,2,1.001257,3,1.001257
0,10_16,17_1_3,27.18581,1,0,0,2,1.01078,0,1.01078
0,10_16,17_1_4,28.19714,1,0,0,2,1.000055,0,1.000055
