SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_16,9_52_48,19.24111,1,0,0,2,1.010761,3,1.010761
0,10_16,9_52_49,20.26335,1,0,0,2,1.011282,1,1.011282
0,10_16,9_52_50,21.28479,1,0,0,2,1.011042,1,1.011042
0,10_16,9_52_51,22.30659,1,0,0,2,1.010693,1,1.010693
0,10_16,9_52_52,23.32843,1,0,0,2,1.010876,5,1.010876
0,10_16,9_52_53,24.34995,1,0,0,2,1.010706,1,1.010706
0,10_16,9_52_54,25.37159,1,0,0,2,1.010313,4,1.010313
0,10_16,9_52_56,26.39355,1,0,0,2,1.010815,1,1.010815
0,10_16,9_52_57,27.41557,1,0,0,2,1.011219,2,1.011219
0,10_16,9_52_58,28.43723,1,0,0,2,1.010769,1,1.010769
0,10_16,9_52_59,29.45879,1,0,0,2,1.010611,1,1.010611
0,10_16,9_53_0,30.48012,1,0,0,2,1.009918,5,1.009918
0,10_16,9_53_1,31.49241,1,0,0,2,1.001314,5,1.001314
0,10_16,9_53_2,32.51322,1,0,0,2,1.011055,0,1.011055
0,10_16,9_53_3,33.53474,1,0,0,2,1.009609,2,1.009609
0,10_16,9_53_4,34.55657,1,0,0,2,1.01046,4,1.01046
0,10_16,9_53_5,35.57903,1,0,0,2,1.010586,4,1.010586
0,10_16,9_53_6,36.59993,1,0,0,2,1.009739,0,1.009739
0,10_16,9_53_7,37.62175,1,0,0,2,1.01033,3,1.01033
0,10_16,9_53_8,38.64387,1,0,0,2,1.010929,0,1.010929
0,10_16,9_53_9,39.66542,1,0,0,2,1.010735,0,1.010735
0,10_16,9_53_10,40.68761,1,0,0,2,1.010967,4,1.010967
0,10_16,9_53_11,41.70891,1,0,0,2,1.010525,5,1.010525
0,10_16,9_53_12,42.73069,1,0,0,2,1.010502,1,1.010502
0,10_16,9_53_13,43.75244,1,0,0,2,1.010715,1,1.010715
0,10_16,9_53_14,44.77434,1,0,0,2,1.010597,1,1.010597
0,10_16,9_53_15,45.78662,1,0,0,2,1.001247,3,1.001247
0,10_16,9_53_16,46.80587,1,0,0,2,1.010014,4,1.010014
0,10_16,9_53_17,47.82841,1,0,0,2,1.011147,5,1.011147
0,10_16,9_53_18,48.85025,1,0,0,2,1.010597,1,1.010597
0,10_16,9_53_19,49.86295,1,0,0,2,1.001675,4,1.001675
0,10_16,9_53_20,50.88244,1,0,0,2,1.010551,2,1.010551
0,10_16,9_53_21,51.90472,1,0,0,2,1.009693,2,1.009693
0,10_16,9_53_22,52.92612,1,0,0,2,1.01017,1,1.01017
