SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_16,9_48_20,13.84056,1,0,0,2,1.010791,0,1.010791
0,10_16,9_48_21,14.86234,1,0,0,2,1.01079,0,1.01079
0,10_16,9_48_22,15.88421,1,0,0,2,1.010823,2,1.010823
0,10_16,9_48_23,16.90554,1,0,0,2,1.01026,2,1.01026
0,10_16,9_48_24,17.92762,1,0,0,2,1.010717,0,1.010717
0,10_16,9_48_25,18.94959,1,0,0,2,1.010019,1,1.010019
0,10_16,9_48_26,19.97135,1,0,0,2,1.010704,1,1.010704
0,10_16,9_48_27,20.99292,1,0,0,2,1.010601,4,1.010601
0,10_16,9_48_28,22.01496,1,0,0,2,1.010948,3,1.010948
0,10_16,9_48_29,23.02648,1,0,0,2,1.000504,2,1.000504
0,10_16,9_48_30,24.047,1,0,0,2,1.010338,2,1.010338
0,10_16,9_48_31,25.06867,1,0,0,2,1.010408,3,1.010408
0,10_16,9_48_33,26.09056,1,0,0,2,1.010658,2,1.010658
0,10_16,9_48_34,27.11246,1,0,0,2,1.010931,2,1.010931
0,10_16,9_48_35,28.13427,1,0,0,2,1.010984,1,1.010984
0,10_16,9_48_36,29.1556,1,0,0,2,1.010168,1,1.010168
0,10_16,9_48_37,30.16681,1,0,0,2,1.000114,0,1.000114
0,10_16,9_48_38,31.17756,1,0,0,2,1.000149,3,1.000149
0,10_16,9_48_39,32.19881,1,0,0,2,1.010345,5,1.010345
0,10_16,9_48_40,33.22085,1,0,0,2,1.010853,0,1.010853
0,10_16,9_48_41,34.24244,1,0,0,2,1.010529,5,1.010529
0,10_16,9_48_42,35.25436,1,0,0,2,1.000797,1,1.000797
0,10_16,9_48_43,36.27527,1,0,0,2,1.010983,4,1.010983
0,10_16,9_48_44,37.29666,1,0,0,2,1.010284,4,1.010284
0,10_16,9_48_45,38.31812,1,0,0,2,1.009998,4,1.009998
0,10_16,9_48_46,39.34018,1,0,0,2,1.010834,2,1.010834
0,10_16,9_48_47,40.36208,1,0,0,2,1.01099,5,1.01099
0,10_16,9_48_48,41.38389,1,0,0,2,1.010353,4,1.010353
0,10_16,9_48_49,42.40553,1,0,0,2,1.010395,2,1.010395
0,10_16,9_48_50,43.42761,1,0,0,2,1.010365,1,1.010365
0,10_16,9_48_51,44.44913,1,0,0,2,1.009739,2,1.009739
0,10_16,9_48_52,45.47066,1,0,0,2,1.010624,1,1.010624
0,10_16,9_48_53,46.49243,1,0,0,2,1.010448,0,1.010448
0,10_16,9_48_54,47.51397,1,0,0,2,1.01009,5,1.01009
0,10_16,9_48_55,48.53619,1,0,0,2,1.011036,4,1.011036
0,10_16,9_48_56,49.55801,1,0,0,2,1.010857,4,1.010857
0,10_16,9_48_57,50.57908,1,0,0,2,1.010113,5,1.010113
0,10_16,9_48_58,51.60146,1,0,0,2,1.010712,5,1.010712
0,10_16,9_48_59,52.62291,1,0,0,2,1.010647,2,1.010647
0,10_16,9_49_0,53.64487,1,0,0,2,1.010857,2,1.010857
0,10_16,9_49_1,54.66644,1,0,0,2,1.010521,3,1.010521
0,10_16,9_49_2,55.68832,1,0,0,2,1.010822,2,1.010822
0,10_16,9_49_3,56.71027,1,0,0,2,1.010792,0,1.010792
0,10_16,9_49_4,57.73174,1,0,0,2,1.009823,3,1.009823
0,10_16,9_49_5,58.75311,1,0,0,2,1.009502,5,1.009502
0,10_16,9_49_6,59.76448,1,0,0,2,1.000473,5,1.000473
0,10_16,9_49_7,60.78599,1,0,0,2,1.010292,4,1.010292
0,10_16,9_49_8,61.80788,1,0,0,2,1.010818,4,1.010818
0,10_16,9_49_9,62.82966,1,0,0,2,1.010544,2,1.010544
0,10_16,9_49_10,63.85162,1,0,0,2,1.010857,3,1.010857
0,10_16,9_49_11,64.87311,1,0,0,2,1.010754,1,1.010754
0,10_16,9_49_12,65.89019,1,0,0,2,1.005859,5,1.005859
0,10_16,9_49_13,66.90565,1,0,0,2,1.00399,1,1.00399
0,10_16,9_49_14,67.92754,1,0,0,2,1.010468,1,1.010468
0,10_16,9_49_15,68.94916,1,0,0,2,1.010643,0,1.010643
0,10_16,9_49_16,69.97095,1,0,0,2,1.010498,3,1.010498
0,10_16,9_49_17,70.99292,1,0,0,2,1.010818,5,1.010818
0,10_16,9_49_18,72.01337,1,0,0,2,1.009445,0,1.009445
0,10_16,9_49_19,73.03515,1,0,0,2,1.010719,0,1.010719
0,10_16,9_49_20,74.04729,1,0,0,2,1.000854,2,1.000854
0,10_16,9_49_21,75.06877,1,0,0,2,1.010628,3,1.010628
0,10_16,9_49_23,76.09068,1,0,0,2,1.01088,1,1.01088
0,10_16,9_49_24,77.11225,1,0,0,2,1.010689,1,1.010689
0,10_16,9_49_25,78.13425,1,0,0,2,1.010872,1,1.010872
0,10_16,9_49_26,79.15594,1,0,0,2,1.010582,2,1.010582
0,10_16,9_49_27,80.17761,1,0,0,2,1.010811,2,1.010811
0,10_16,9_49_28,81.19916,1,0,0,2,1.010254,1,1.010254
0,10_16,9_49_29,82.21059,1,0,0,2,1.000168,2,1.000168
0,10_16,9_49_30,83.229,1,0,0,2,1.007584,5,1.007584
0,10_16,9_49_31,84.24235,1,0,0,2,1.001602,3,1.001602
0,10_16,9_49_32,85.25406,1,0,0,2,1.000763,0,1.000763
0,10_16,9_49_33,86.27476,1,0,0,2,1.00985,4,1.00985
0,10_16,9_49_34,87.29661,1,0,0,2,1.010681,2,1.010681
0,10_16,9_49_35,88.31844,1,0,0,2,1.010857,5,1.010857
0,10_16,9_49_36,89.33996,1,0,0,2,1.010353,0,1.010353
0,10_16,9_49_37,90.36188,1,0,0,2,1.010674,1,1.010674
0,10_16,9_49_38,91.37303,1,0,0,2,1.000175,4,1.000175
0,10_16,9_49_39,92.3944,1,0,0,2,1.01049,0,1.01049
0,10_16,9_49_40,93.41629,1,0,0,2,1.010681,2,1.010681
0,10_16,9_49_41,94.4379,1,0,0,2,1.010544,0,1.010544
0,10_16,9_49_42,95.45933,1,0,0,2,1.0103,0,1.0103
0,10_16,9_49_43,96.48135,1,0,0,2,1.010925,2,1.010925
0,10_16,9_49_44,97.50304,1,0,0,2,1.010498,2,1.010498
0,10_16,9_49_45,98.52483,1,0,0,2,1.00322,3,1.00322
0,10_16,9_49_46,99.54653,1,0,0,2,1.01049,0,1.01049
0,10_16,9_49_47,100.5686,1,0,0,2,1.010796,4,1.010796
0,10_16,9_49_48,101.5813,1,0,0,2,1.001572,1,1.001572
0,10_16,9_49_49,102.6007,1,0,0,2,1.009644,0,1.009644
0,10_16,9_49_50,103.6129,1,0,0,2,1.000755,5,1.000755
0,10_16,9_49_51,104.6334,1,0,0,2,1.010185,0,1.010185
