SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_12,12_50_34,2.244261,1,0,0,2,1.000995,4,1.000995
0,10_12,12_50_35,3.252109,1,0,0,2,1.001057,3,1.001057
0,10_12,12_50_36,4.257813,1,0,0,2,1.00115,1,1.00115
0,10_12,12_50_37,5.262212,1,0,0,2,1.000318,4,1.000318
0,10_12,12_50_38,6.266457,1,0,0,2,1.000211,4,1.000211
0,10_12,12_50_39,7.271519,1,0,0,2,1.000556,1,1.000556
0,10_12,12_50_40,8.27639,1,0,0,2,1.000776,4,1.000776
0,10_12,12_50_41,9.280396,1,0,0,2,1.000179,0,1.000179
0,10_12,12_50_42,10.2874,1,0,0,2,1.002167,0,1.002167
0,10_12,12_50_43,11.29264,1,0,0,2,1.00078,3,1.00078
0,10_12,12_50_44,12.2985,1,0,0,2,1.001853,4,1.001853
0,10_12,12_50_45,13.30368,1,0,0,2,1.000128,5,1.000128
0,10_12,12_50_46,14.30838,1,0,0,2,1.000555,3,1.000555
0,10_12,12_50_47,15.31203,1,0,0,2,1.000028,1,1.000028
0,10_12,12_50_48,16.31804,1,0,0,2,1.000447,0,1.000447
