SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_16,10_5_26,7.854617,1,0,0,2,1.011181,3,1.011181
0,10_16,10_5_27,8.876177,1,0,0,2,1.010324,3,1.010324
0,10_16,10_5_28,9.898196,1,0,0,2,1.010761,4,1.010761
0,10_16,10_5_29,10.9181,1,0,0,2,1.008931,1,1.008931
0,10_16,10_5_30,11.93029,1,0,0,2,1.001142,0,1.001142
0,10_16,10_5_31,12.95221,1,0,0,2,1.010218,0,1.010218
0,10_16,10_5_32,13.9741,1,0,0,2,1.010848,3,1.010848
0,10_16,10_5_33,14.99453,1,0,0,2,1.009581,5,1.009581
0,10_16,10_5_34,16.00627,1,0,0,2,1.000672,5,1.000672
0,10_16,10_5_35,17.01752,1,0,0,2,1.00025,5,1.00025
0,10_16,10_5_36,18.03942,1,0,0,2,1.011038,0,1.011038
