SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_12,13_15_3,5.391597,1,0,0,2,1.010519,2,1.010519
0,10_12,13_15_4,6.413709,1,0,0,2,1.010185,1,1.010185
0,10_12,13_15_5,7.435294,1,0,0,2,1.010461,2,1.010461
0,10_12,13_15_6,8.457397,1,0,0,2,1.010911,2,1.010911
0,10_12,13_15_7,9.478971,1,0,0,2,1.010457,5,1.010457
0,10_12,13_15_9,10.50064,1,0,0,2,1.010477,0,1.010477
0,10_12,13_15_10,11.512,1,0,0,2,1.000225,1,1.000225
0,10_12,13_15_11,12.53437,1,0,0,2,1.011461,2,1.011461
0,10_12,13_15_12,13.55502,1,0,0,2,1.010485,2,1.010485
0,10_12,13_15_13,14.57707,1,0,0,2,1.010654,1,1.010654
0,10_12,13_15_14,15.58785,1,0,0,2,1.000202,0,1.000202
0,10_12,13_15_15,16.60927,1,0,0,2,1.010301,4,1.010301
0,10_12,13_15_16,17.63022,1,0,0,2,1.010239,1,1.010239
0,10_12,13_15_17,18.6416,1,0,0,2,1.00066,2,1.00066
0,10_12,13_15_18,19.66331,1,0,0,2,1.0107,2,1.0107
0,10_12,13_15_19,20.68499,1,0,0,2,1.010529,3,1.010529
0,10_12,13_15_20,21.70664,1,0,0,2,1.007309,0,1.007309
0,10_12,13_15_21,22.72833,1,0,0,2,1.010485,3,1.010485
0,10_12,13_15_22,23.75034,1,0,0,2,1.010887,2,1.010887
0,10_12,13_15_23,24.77186,1,0,0,2,1.01053,0,1.01053
0,10_12,13_15_24,25.79374,1,0,0,2,1.010632,3,1.010632
0,10_12,13_15_25,26.81639,1,0,0,2,1.008327,2,1.008327
0,10_12,13_15_26,27.83786,1,0,0,2,1.010679,3,1.010679
0,10_12,13_15_27,28.85926,1,0,0,2,1.010836,5,1.010836
0,10_12,13_15_28,29.88086,1,0,0,2,1.009842,2,1.009842
0,10_12,13_15_29,30.9027,1,0,0,2,1.010481,5,1.010481
0,10_12,13_15_30,31.92492,1,0,0,2,1.008375,0,1.008375
0,10_12,13_15_31,32.94614,1,0,0,2,1.010715,3,1.010715
0,10_12,13_15_32,33.96778,1,0,0,2,1.010601,0,1.010601
0,10_12,13_15_33,34.98977,1,0,0,2,1.010643,1,1.010643
0,10_12,13_15_34,36.00113,1,0,0,2,1.000603,1,1.000603
0,10_12,13_15_35,37.02227,1,0,0,2,1.010799,1,1.010799
0,10_12,13_15_36,38.03882,1,0,0,2,1.005569,3,1.005569
0,10_12,13_15_37,39.05421,1,0,0,2,1.004551,4,1.004551
0,10_12,13_15_38,40.06615,1,0,0,2,1.000702,1,1.000702
0,10_12,13_15_39,41.08661,1,0,0,2,1.010059,2,1.010059
0,10_12,13_15_40,42.10915,1,0,0,2,1.011246,0,1.011246
0,10_12,13_15_41,43.13066,1,0,0,2,1.010338,0,1.010338
0,10_12,13_15_42,44.1519,1,0,0,2,1.010174,2,1.010174
0,10_12,13_15_43,45.17836,1,0,0,2,1.014484,1,1.014484
0,10_12,13_15_44,46.19561,1,0,0,2,1.010387,3,1.010387
0,10_12,13_15_45,47.20707,1,0,0,2,1.000172,2,1.000172
0,10_12,13_15_46,48.2282,1,0,0,2,1.009903,4,1.009903
0,10_12,13_15_47,49.25047,1,0,0,2,1.010635,0,1.010635
0,10_12,13_15_48,50.2719,1,0,0,2,1.01096,0,1.01096
0,10_12,13_15_49,51.29189,1,0,0,2,1.00909,5,1.00909
0,10_12,13_15_50,52.30429,1,0,0,2,1.001019,5,1.001019
0,10_12,13_15_51,53.31534,1,0,0,2,1.000156,5,1.000156
0,10_12,13_15_52,54.33638,1,0,0,2,1.009678,2,1.009678
0,10_12,13_15_53,55.35828,1,0,0,2,1.010792,2,1.010792
0,10_12,13_15_54,56.36961,1,0,0,2,1.000019,2,1.000019
0,10_12,13_15_55,57.39071,1,0,0,2,1.010597,1,1.010597
0,10_12,13_15_56,58.40782,1,0,0,2,1.006058,1,1.006058
0,10_12,13_15_57,59.42429,1,0,0,2,1.00544,1,1.00544
0,10_12,13_15_58,60.445,1,0,0,2,1.002838,5,1.002838
0,10_12,13_15_59,61.46714,1,0,0,2,1.011093,3,1.011093
0,10_12,13_16_0,62.48304,1,0,0,2,1.005272,2,1.005272
