SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_16,16_56_23,9.902491,1,0,0,2,1.000359,0,1.000359
0,10_16,16_56_24,10.92379,1,0,0,2,1.010621,0,1.010621
0,10_16,16_56_25,11.94352,1,0,0,2,1.008352,0,1.008352
0,10_16,16_56_26,12.95646,1,0,0,2,1.001623,3,1.001623
0,10_16,16_56_27,13.97797,1,0,0,2,1.010396,3,1.010396
0,10_16,16_56_28,14.99989,1,0,0,2,1.010621,2,1.010621
0,10_16,16_56_29,16.02188,1,0,0,2,1.010767,1,1.010767
0,10_16,16_56_30,17.03329,1,0,0,2,1.00042,3,1.00042
0,10_16,16_56_31,18.054,1,0,0,2,1.010559,3,1.010559
0,10_16,16_56_32,19.07557,1,0,0,2,1.009811,5,1.009811
0,10_16,16_56_33,20.09684,1,0,0,2,1.010059,2,1.010059
0,10_16,16_56_35,21.11934,1,0,0,2,1.010719,5,1.010719
0,10_16,16_56_36,22.14125,1,0,0,2,1.010424,4,1.010424
0,10_16,16_56_37,23.1595,1,0,0,2,1.006821,4,1.006821
0,10_16,16_56_38,24.17383,1,0,0,2,1.003296,0,1.003296
0,10_16,16_56_39,25.19533,1,0,0,2,1.010427,0,1.010427
0,10_16,16_56_40,26.21675,1,0,0,2,1.01008,4,1.01008
0,10_16,16_56_41,27.23888,1,0,0,2,1.010862,4,1.010862
0,10_16,16_56_42,28.25586,1,0,0,2,1.005894,5,1.005894
0,10_16,16_56_43,29.27145,1,0,0,2,1.003212,3,1.003212
0,10_16,16_56_44,30.29266,1,0,0,2,1.008614,4,1.008614
0,10_16,16_56_45,31.31365,1,0,0,2,1.009575,2,1.009575
0,10_16,16_56_46,32.45385,1,0,0,2,1.128696,1,1.128696
0,10_16,16_56_47,33.51065,1,0,0,2,1.005516,5,1.005516
0,10_16,16_56_48,34.53094,1,0,0,2,1.008698,0,1.008698
0,10_16,16_56_49,35.54609,1,0,0,2,1.003967,1,1.003967
0,10_16,16_56_50,36.56816,1,0,0,2,1.010662,2,1.010662
0,10_16,16_56_51,37.58888,1,0,0,2,1.009579,1,1.009579
0,10_16,16_56_52,38.61155,1,0,0,2,1.011105,4,1.011105
0,10_16,16_56_53,39.6331,1,0,0,2,1.01022,2,1.01022
0,10_16,16_56_54,40.6549,1,0,0,2,1.010784,5,1.010784
0,10_16,16_56_55,41.67678,1,0,0,2,1.010685,0,1.010685
0,10_16,16_56_56,42.69849,1,0,0,2,1.010685,1,1.010685
0,10_16,16_56_57,43.72042,1,0,0,2,1.010799,5,1.010799
0,10_16,16_56_58,44.74203,1,0,0,2,1.010597,4,1.010597
0,10_16,16_56_59,45.7551,1,0,0,2,1.001179,2,1.001179
0,10_16,16_57_0,46.77515,1,0,0,2,1.005013,2,1.005013
0,10_16,16_57_1,47.79624,1,0,0,2,1.010231,5,1.010231
0,10_16,16_57_2,48.81774,1,0,0,2,1.010017,4,1.010017
0,10_16,16_57_3,49.83932,1,0,0,2,1.009983,5,1.009983
0,10_16,16_57_4,50.8505,1,0,0,2,1.000362,4,1.000362
0,10_16,16_57_5,51.87243,1,0,0,2,1.009407,2,1.009407
0,10_16,16_57_6,52.89486,1,0,0,2,1.011524,3,1.011524
0,10_16,16_57_7,53.91571,1,0,0,2,1.010551,3,1.010551
0,10_16,16_57_8,54.93728,1,0,0,2,1.008537,0,1.008537
0,10_16,16_57_9,55.94839,1,0,0,2,1.00005,4,1.00005
0,10_16,16_57_10,56.96988,1,0,0,2,1.010239,2,1.010239
0,10_16,16_57_11,57.99171,1,0,0,2,1.010708,5,1.010708
0,10_16,16_57_12,59.01358,1,0,0,2,1.010616,2,1.010616
0,10_16,16_57_13,60.02724,1,0,0,2,1.002357,2,1.002357
0,10_16,16_57_14,61.04585,1,0,0,2,1.008629,2,1.008629
0,10_16,16_57_15,62.06786,1,0,0,2,1.010532,3,1.010532
0,10_16,16_57_16,63.08995,1,0,0,2,1.01115,3,1.01115
0,10_16,16_57_18,64.11104,1,0,0,2,1.009956,4,1.009956
0,10_16,16_57_19,65.13326,1,0,0,2,1.010689,1,1.010689
0,10_16,16_57_20,66.14505,1,0,0,2,1.001122,3,1.001122
0,10_16,16_57_21,67.16521,1,0,0,2,1.009895,2,1.009895
0,10_16,16_57_22,68.18629,1,0,0,2,1.009644,4,1.009644
0,10_16,16_57_23,69.20742,1,0,0,2,1.009903,4,1.009903
0,10_16,16_57_24,70.2308,1,0,0,2,1.006027,0,1.006027
0,10_16,16_57_25,71.25268,1,0,0,2,1.010635,0,1.010635
0,10_16,16_57_26,72.27496,1,0,0,2,1.011505,2,1.011505
0,10_16,16_57_27,73.29577,1,0,0,2,1.010376,5,1.010376
0,10_16,16_57_28,74.31777,1,0,0,2,1.010551,3,1.010551
0,10_16,16_57_29,75.33931,1,0,0,2,1.010422,2,1.010422
0,10_16,16_57_30,76.36137,1,0,0,2,1.011284,5,1.011284
0,10_16,16_57_31,77.38296,1,0,0,2,1.01046,5,1.01046
0,10_16,16_57_32,78.40204,1,0,0,2,1.007835,5,1.007835
0,10_16,16_57_33,79.42496,1,0,0,2,1.011353,5,1.011353
0,10_16,16_57_34,80.4484,1,0,0,2,1.008118,0,1.008118
0,10_16,16_57_35,81.46986,1,0,0,2,1.010269,1,1.010269
0,10_16,16_57_36,82.49182,1,0,0,2,1.005791,3,1.005791
0,10_16,16_57_37,83.5045,1,0,0,2,1.00148,1,1.00148
0,10_16,16_57_38,84.51929,1,0,0,2,1.005257,5,1.005257
