SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_12,12_44_4,2.543369,1,0,0,2,1.002536,5,1.002536
0,10_12,12_44_5,3.549423,1,0,0,2,1.001,4,1.001
0,10_12,12_44_6,4.555342,1,0,0,2,1.001726,0,1.001726
0,10_12,12_44_7,5.560392,1,0,0,2,1.000897,1,1.000897
0,10_12,12_44_8,6.566064,1,0,0,2,1.001146,4,1.001146
0,10_12,12_44_9,7.570319,1,0,0,2,1.000091,5,1.000091
0,10_12,12_44_10,8.576344,1,0,0,2,1.001537,3,1.001537
0,10_12,12_44_11,9.583022,1,0,0,2,1.001861,2,1.001861
0,10_12,12_44_12,10.58763,1,0,0,2,1.000876,2,1.000876
0,10_12,12_44_13,11.59422,1,0,0,2,1.001957,1,1.001957
0,10_12,12_44_14,12.59891,1,0,0,2,1.000111,5,1.000111
0,10_12,12_44_15,13.61478,1,0,0,2,1.000916,4,1.000916
0,10_12,12_44_16,14.62174,1,0,0,2,1.002423,3,1.002423
0,10_12,12_44_17,15.62879,1,0,0,2,1.002147,2,1.002147
0,10_12,12_44_18,16.63485,1,0,0,2,1.000754,0,1.000754
0,10_12,12_44_19,17.64709,1,0,0,2,1.001366,0,1.001366
0,10_12,12_44_20,18.65244,1,0,0,2,1.000845,5,1.000845
0,10_12,12_44_21,19.65737,1,0,0,2,1.000467,5,1.000467
0,10_12,12_44_22,20.66362,1,0,0,2,1.002195,3,1.002195
0,10_12,12_44_23,21.66922,1,0,0,2,1.000341,1,1.000341
0,10_12,12_44_24,22.6736,1,0,0,2,1.000483,3,1.000483
0,10_12,12_44_25,23.67861,1,0,0,2,1.000853,4,1.000853
0,10_12,12_44_27,24.68508,1,0,0,2,1.002165,2,1.002165
0,10_12,12_44_28,25.68989,1,0,0,2,1.00066,0,1.00066
0,10_12,12_44_29,26.69614,1,0,0,2,1.002136,5,1.002136
0,10_12,12_44_30,27.70156,1,0,0,2,1.000816,4,1.000816
0,10_12,12_44_31,28.70681,1,0,0,2,1.000923,3,1.000923
0,10_12,12_44_32,29.71199,1,0,0,2,1.000521,3,1.000521
0,10_12,12_44_33,30.71903,1,0,0,2,1.002029,0,1.002029
0,10_12,12_44_34,31.72319,1,0,0,2,1.000111,3,1.000111
0,10_12,12_44_35,32.72731,1,0,0,2,1.00016,2,1.00016
0,10_12,12_44_36,33.73203,1,0,0,2,1.000492,3,1.000492
0,10_12,12_44_37,34.73884,1,0,0,2,1.002121,3,1.002121
0,10_12,12_44_38,35.74413,1,0,0,2,1.000771,3,1.000771
0,10_12,12_44_39,36.85963,1,0,0,2,1.11121,3,1.11121
