SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_16,10_10_54,22.13271,1,0,0,2,1.003117,0,1.003117
0,10_16,10_10_55,23.1546,1,0,0,2,1.010643,3,1.010643
0,10_16,10_10_56,24.17635,1,0,0,2,1.010643,1,1.010643
0,10_16,10_10_57,25.19747,1,0,0,2,1.010008,1,1.010008
0,10_16,10_10_58,26.20869,1,0,0,2,1.000078,0,1.000078
0,10_16,10_10_59,27.23071,1,0,0,2,1.010517,1,1.010517
0,10_16,10_11_0,28.25235,1,0,0,2,1.010685,1,1.010685
0,10_16,10_11_1,29.26885,1,0,0,2,1.005119,5,1.005119
0,10_16,10_11_2,30.28494,1,0,0,2,1.007862,0,1.007862
0,10_16,10_11_3,31.30637,1,0,0,2,1.010092,3,1.010092
0,10_16,10_11_4,32.32893,1,0,0,2,1.005106,1,1.005106
0,10_16,10_11_5,33.34122,1,0,0,2,1.001827,2,1.001827
