SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_12,12_37_51,3.431041,1,0,0,2,1.001163,0,1.001163
0,10_12,12_37_52,4.439713,1,0,0,2,1.002144,2,1.002144
0,10_12,12_37_53,5.445576,1,0,0,2,1.001759,3,1.001759
0,10_12,12_37_54,6.45217,1,0,0,2,1.002504,4,1.002504
0,10_12,12_37_55,7.456993,1,0,0,2,1.000565,1,1.000565
0,10_12,12_37_56,8.463272,1,0,0,2,1.002059,1,1.002059
0,10_12,12_37_57,9.467597,1,0,0,2,1.000374,3,1.000374
0,10_12,12_37_58,10.47441,1,0,0,2,1.002211,0,1.002211
0,10_12,12_37_59,11.4805,1,0,0,2,1.001071,2,1.001071
0,10_12,12_38_0,12.48687,1,0,0,2,1.001287,5,1.001287
0,10_12,12_38_1,13.49291,1,0,0,2,1.001561,3,1.001561
0,10_12,12_38_2,14.49787,1,0,0,2,1.000793,3,1.000793
