SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_12,12_29_53,5.067545,1,0,0,2,1.002105,2,1.002105
0,10_12,12_29_54,6.07358,1,0,0,2,1.00105,5,1.00105
0,10_12,12_29_55,7.078444,1,0,0,2,1.001054,2,1.001054
0,10_12,12_29_56,8.084407,1,0,0,2,1.001341,0,1.001341
0,10_12,12_29_57,9.091551,1,0,0,2,1.003085,5,1.003085
0,10_12,12_29_58,10.09733,1,0,0,2,1.001253,4,1.001253
0,10_12,12_29_59,11.10318,1,0,0,2,1.002075,1,1.002075
0,10_12,12_30_0,12.10803,1,0,0,2,1.000757,5,1.000757
0,10_12,12_30_1,13.11409,1,0,0,2,1.001743,1,1.001743
0,10_12,12_30_2,14.11941,1,0,0,2,1.000984,2,1.000984
0,10_12,12_30_3,15.12433,1,0,0,2,1.000959,1,1.000959
0,10_12,12_30_4,16.13005,1,0,0,2,1.001398,1,1.001398
0,10_12,12_30_5,17.13542,1,0,0,2,1.001263,4,1.001263
0,10_12,12_30_6,18.13976,1,0,0,2,1.000206,5,1.000206
0,10_12,12_30_7,19.14592,1,0,0,2,1.00177,5,1.00177
0,10_12,12_30_8,20.14998,1,0,0,2,1.000362,0,1.000362
0,10_12,12_30_9,21.15691,1,0,0,2,1.002087,0,1.002087
0,10_12,12_30_10,22.16185,1,0,0,2,1.00024,0,1.00024
