SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_16,16_53_40,11.96931,1,0,0,2,1.000121,0,1.000121
0,10_16,16_53_41,12.99102,1,0,0,2,1.010689,4,1.010689
0,10_16,16_53_42,14.01265,1,0,0,2,1.010613,1,1.010613
0,10_16,16_53_43,15.03332,1,0,0,2,1.009293,2,1.009293
0,10_16,16_53_44,16.04522,1,0,0,2,1.000521,2,1.000521
0,10_16,16_53_45,17.06663,1,0,0,2,1.010033,2,1.010033
0,10_16,16_53_46,18.08848,1,0,0,2,1.010262,1,1.010262
0,10_16,16_53_47,19.11156,1,0,0,2,1.011847,2,1.011847
0,10_16,16_53_48,20.13209,1,0,0,2,1.010359,5,1.010359
0,10_16,16_53_49,21.1533,1,0,0,2,1.009995,2,1.009995
0,10_16,16_53_50,22.16463,1,0,0,2,1.000072,3,1.000072
0,10_16,16_53_51,23.18652,1,0,0,2,1.010849,2,1.010849
0,10_16,16_53_52,24.20796,1,0,0,2,1.010504,1,1.010504
0,10_16,16_53_53,25.22982,1,0,0,2,1.010792,3,1.010792
0,10_16,16_53_54,26.25118,1,0,0,2,1.009661,3,1.009661
0,10_16,16_53_55,27.26235,1,0,0,2,1.000193,3,1.000193
0,10_16,16_53_56,28.28386,1,0,0,2,1.010485,1,1.010485
0,10_16,16_53_57,29.296,1,0,0,2,1.00075,5,1.00075
0,10_16,16_53_58,30.31387,1,0,0,2,1.007807,3,1.007807
0,10_16,16_53_59,31.3271,1,0,0,2,1.00153,1,1.00153
0,10_16,16_54_0,32.34762,1,0,0,2,1.009468,5,1.009468
0,10_16,16_54_1,33.3705,1,0,0,2,1.010868,4,1.010868
0,10_16,16_54_2,34.39186,1,0,0,2,1.010105,3,1.010105
0,10_16,16_54_3,35.41402,1,0,0,2,1.009109,3,1.009109
0,10_16,16_54_4,36.43634,1,0,0,2,1.010731,0,1.010731
0,10_16,16_54_5,37.45786,1,0,0,2,1.010777,3,1.010777
0,10_16,16_54_6,38.47931,1,0,0,2,1.010563,5,1.010563
0,10_16,16_54_7,39.50088,1,0,0,2,1.010635,5,1.010635
0,10_16,16_54_8,40.52304,1,0,0,2,1.010849,4,1.010849
0,10_16,16_54_10,41.54279,1,0,0,2,1.008793,2,1.008793
0,10_16,16_54_11,42.55593,1,0,0,2,1.002159,1,1.002159
0,10_16,16_54_12,43.57778,1,0,0,2,1.011665,0,1.011665
0,10_16,16_54_13,44.59871,1,0,0,2,1.009686,1,1.009686
0,10_16,16_54_14,45.6205,1,0,0,2,1.010521,5,1.010521
0,10_16,16_54_15,46.64233,1,0,0,2,1.010456,4,1.010456
0,10_16,16_54_16,47.66438,1,0,0,2,1.010952,4,1.010952
0,10_16,16_54_17,48.68583,1,0,0,2,1.008728,3,1.008728
0,10_16,16_54_18,49.70752,1,0,0,2,1.010181,3,1.010181
0,10_16,16_54_19,50.72947,1,0,0,2,1.010422,3,1.010422
0,10_16,16_54_20,51.7514,1,0,0,2,1.009991,2,1.009991
0,10_16,16_54_21,52.77288,1,0,0,2,1.010319,4,1.010319
0,10_16,16_54_22,53.7949,1,0,0,2,1.010532,4,1.010532
0,10_16,16_54_23,54.81658,1,0,0,2,1.010715,1,1.010715
0,10_16,16_54_24,55.83852,1,0,0,2,1.010826,0,1.010826
0,10_16,16_54_25,56.85845,1,0,0,2,1.009026,0,1.009026
0,10_16,16_54_26,57.87082,1,0,0,2,1.001324,3,1.001324
