SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Target_Location,Target_Duration
0,10_16,10_40_46,14.55885,1,0,0,2,1.011035,0,1.011035
0,10_16,10_40_47,15.58044,1,0,0,2,1.010581,5,1.010581
0,10_16,10_40_48,16.60203,1,0,0,2,1.010196,1,1.010196
0,10_16,10_40_49,17.62387,1,0,0,2,1.010305,3,1.010305
0,10_16,10_40_50,18.6366,1,0,0,2,1.001673,5,1.001673
0,10_16,10_40_51,19.65625,1,0,0,2,1.010441,3,1.010441
0,10_16,10_40_52,20.67831,1,0,0,2,1.010885,5,1.010885
0,10_16,10_40_53,21.70002,1,0,0,2,1.010075,5,1.010075
0,10_16,10_40_54,22.72179,1,0,0,2,1.010826,1,1.010826
0,10_16,10_40_55,23.74365,1,0,0,2,1.010567,2,1.010567
0,10_16,10_40_56,24.76506,1,0,0,2,1.010454,3,1.010454
0,10_16,10_40_57,25.78669,1,0,0,2,1.010279,4,1.010279
0,10_16,10_40_58,26.79823,1,0,0,2,1.000298,3,1.000298
0,10_16,10_40_59,27.81592,1,0,0,2,1.006546,3,1.006546
0,10_16,10_41_0,28.82939,1,0,0,2,1.007902,0,1.007902
0,10_16,10_41_1,29.841,1,0,0,2,1.000359,2,1.000359
0,10_16,10_41_2,30.86234,1,0,0,2,1.010151,0,1.010151
0,10_16,10_41_3,31.88422,1,0,0,2,1.0107,2,1.0107
0,10_16,10_41_4,32.90612,1,0,0,2,1.010439,0,1.010439
0,10_16,10_41_5,33.9281,1,0,0,2,1.010971,3,1.010971
0,10_16,10_41_6,34.95017,1,0,0,2,1.010983,4,1.010983
0,10_16,10_41_7,35.96925,1,0,0,2,1.008419,2,1.008419
0,10_16,10_41_8,36.98179,1,0,0,2,1.000641,2,1.000641
0,10_16,10_41_9,38.00372,1,0,0,2,1.010483,4,1.010483
0,10_16,10_41_10,39.02625,1,0,0,2,1.011345,3,1.011345
0,10_16,10_41_11,40.04652,1,0,0,2,1.009319,1,1.009319
0,10_16,10_41_12,41.05827,1,0,0,2,1.000759,4,1.000759
0,10_16,10_41_13,42.0799,1,0,0,2,1.010937,3,1.010937
0,10_16,10_41_15,43.10162,1,0,0,2,1.010876,4,1.010876
0,10_16,10_41_16,44.12347,1,0,0,2,1.009254,5,1.009254
